"Test ID","Test Name","Business Title","Feature Area","Severity","Status","Start Time","Stop Time","Duration (s)","Browser","Tags","Created At","Updated At","Monitor Status"
"API_SELLER_COMPANY_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:40 pm","09 Jun 2026, 04:09:45 pm","4.79 s","Chromium","","—","—","Normal"
"API_SELLER_COMPANY_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:39 pm","09 Jun 2026, 04:09:39 pm","0.67 s","Chromium","","—","—","Normal"
"API_SELLER_COMPANY_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:40 pm","09 Jun 2026, 04:09:41 pm","0.68 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:34 pm","09 Jun 2026, 04:09:35 pm","0.61 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:36 pm","0.89 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:33 pm","09 Jun 2026, 04:09:34 pm","0.89 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:34 pm","09 Jun 2026, 04:09:35 pm","0.82 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_INVALID_DATA_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 400 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:36 pm","0.37 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:36 pm","0.26 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:34 pm","09 Jun 2026, 04:09:36 pm","1.51 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:35 pm","0.26 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:36 pm","1.16 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_NEGATIVE_DATA_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 400 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:36 pm","0.36 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 201 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:33 pm","09 Jun 2026, 04:09:34 pm","0.46 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:40 pm","4.56 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:33 pm","09 Jun 2026, 04:09:34 pm","1.15 s","Chromium","","—","—","Normal"
"API_SELLER_CREATE_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 201 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:35 pm","09 Jun 2026, 04:09:37 pm","1.25 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:42 pm","09 Jun 2026, 04:09:43 pm","0.57 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:41 pm","09 Jun 2026, 04:09:42 pm","0.92 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:44 pm","1.06 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:43 pm","0.65 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:42 pm","09 Jun 2026, 04:09:43 pm","0.87 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:42 pm","09 Jun 2026, 04:09:43 pm","0.59 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:44 pm","1.07 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:41 pm","09 Jun 2026, 04:09:41 pm","0.38 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:42 pm","09 Jun 2026, 04:09:47 pm","4.89 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:41 pm","09 Jun 2026, 04:09:42 pm","0.69 s","Chromium","","—","—","Normal"
"API_SELLER_GET_BY_ID_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:41 pm","09 Jun 2026, 04:09:42 pm","0.89 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:40 pm","09 Jun 2026, 04:09:40 pm","0.71 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:39 pm","09 Jun 2026, 04:09:40 pm","0.84 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:39 pm","09 Jun 2026, 04:09:40 pm","0.70 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:39 pm","0.25 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:38 pm","0.44 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:39 pm","0.54 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:38 pm","0.36 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:38 pm","0.49 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:43 pm","4.63 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:38 pm","0.55 s","Chromium","","—","—","Normal"
"API_SELLER_LIST_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:38 pm","09 Jun 2026, 04:09:38 pm","0.29 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:37 pm","0.60 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:37 pm","0.58 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:37 pm","0.63 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:38 pm","0.79 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:38 pm","0.32 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:37 pm","0.36 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:37 pm","0.23 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:37 pm","0.35 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:36 pm","0.38 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:37 pm","09 Jun 2026, 04:09:41 pm","4.66 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:36 pm","0.53 s","Chromium","","—","—","Normal"
"API_SELLER_SEARCH_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:36 pm","09 Jun 2026, 04:09:37 pm","0.66 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:44 pm","0.29 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:45 pm","0.83 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:44 pm","0.67 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:45 pm","0.29 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:45 pm","0.96 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:44 pm","0.25 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:45 pm","0.89 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:43 pm","0.46 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:49 pm","4.90 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:43 pm","09 Jun 2026, 04:09:44 pm","0.84 s","Chromium","","—","—","Normal"
"API_SELLER_STATUS_PATCH_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:44 pm","09 Jun 2026, 04:09:45 pm","0.90 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:46 pm","09 Jun 2026, 04:09:46 pm","0.48 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:45 pm","09 Jun 2026, 04:09:46 pm","0.78 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:45 pm","09 Jun 2026, 04:09:47 pm","1.54 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:47 pm","09 Jun 2026, 04:09:48 pm","1.13 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:46 pm","09 Jun 2026, 04:09:48 pm","1.54 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:46 pm","09 Jun 2026, 04:09:47 pm","1.01 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:45 pm","09 Jun 2026, 04:09:47 pm","1.97 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:45 pm","09 Jun 2026, 04:09:45 pm","0.39 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:46 pm","09 Jun 2026, 04:09:51 pm","5.00 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:45 pm","09 Jun 2026, 04:09:46 pm","1.64 s","Chromium","","—","—","Normal"
"API_SELLER_UPDATE_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:46 pm","09 Jun 2026, 04:09:48 pm","1.59 s","Chromium","","—","—","Normal"
"API_SMOKE_BATCH_LIST_001","Smoke: Super Admin can list processing batches","Super Admin can list processing batches","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:52 pm","09 Jun 2026, 04:07:52 pm","0.30 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_BUYER_LIST_001","Smoke: List all buyers","List all buyers","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:52 pm","09 Jun 2026, 04:07:52 pm","0.42 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_C3_SENT_001","Smoke: Super Admin can view Corner 3 sent invoices","Super Admin can view Corner 3 sent invoices","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:55 pm","09 Jun 2026, 04:07:55 pm","0.74 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_CODE_INV_STAT_001","Smoke: Get Invoice Status codelist","Get Invoice Status codelist","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:56 pm","09 Jun 2026, 04:07:56 pm","0.43 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_CODE_TAX_001","Smoke: Get Tax Exemption Reasons codelist","Get Tax Exemption Reasons codelist","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:52 pm","09 Jun 2026, 04:07:53 pm","0.91 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_COMPANY_LIST_001","Smoke: Company Admin can not list view others companies","Company Admin can not list view others companies","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:52 pm","0.68 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_DASH_TRENDS_001","Smoke: View dashboard trends","View dashboard trends","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:55 pm","09 Jun 2026, 04:07:56 pm","0.64 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_INV_DETAIL_001","Smoke: View invoice detail with lines","View invoice detail with lines","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:55 pm","09 Jun 2026, 04:07:56 pm","0.85 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_INV_TYPE_LIST_001","Smoke: List all invoice types","List all invoice types","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:54 pm","09 Jun 2026, 04:07:55 pm","1.00 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_INVOICE_LIST_001","Smoke: Invoice Creator can list invoices","Invoice Creator can list invoices","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:54 pm","09 Jun 2026, 04:07:55 pm","1.89 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_MFA_DEV_001","Smoke: Get own MFA devices","Get own MFA devices","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:54 pm","09 Jun 2026, 04:07:55 pm","0.97 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_NOTIF_TMPL_001","Smoke: Super Admin can list notification templates","Super Admin can list notification templates","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:58 pm","09 Jun 2026, 04:07:59 pm","0.66 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_NOTIF_UNREAD_001","Smoke: Get unread notification count","Get unread notification count","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:56 pm","09 Jun 2026, 04:07:56 pm","0.86 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_PAYEE_CREATE_001","Smoke: Create a payee","Create a payee","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:54 pm","09 Jun 2026, 04:07:56 pm","1.87 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_PERIOD_LIST_001","Smoke: List all accounting periods","List all accounting periods","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:52 pm","09 Jun 2026, 04:07:52 pm","0.46 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_PERM_LIST_001","Smoke: Super Admin can list all permissions","Super Admin can list all permissions","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:58 pm","09 Jun 2026, 04:07:59 pm","0.73 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_ROLE_LIST_001","Smoke: Super Admin can list all system roles","Super Admin can list all system roles","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:58 pm","09 Jun 2026, 04:07:59 pm","0.73 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_SELLER_LIST_001","Smoke: List all sellers","List all sellers","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:52 pm","1.07 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_SYS_HEALTH_001","Smoke: Super Admin can view system health details","Super Admin can view system health details","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:55 pm","09 Jun 2026, 04:07:55 pm","0.35 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_TEN_RES_001","Smoke: Resolve tenant by domain","Resolve tenant by domain","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:53 pm","09 Jun 2026, 04:07:54 pm","0.38 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_TENANT_LIST_001","Smoke: Super Admin can list all tenants","Super Admin can list all tenants","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:53 pm","09 Jun 2026, 04:07:55 pm","1.62 s","Chromium","api.data.json","2026-06-02","2026-06-02","Normal"
"API_SMOKE_USER_LIST_001","Smoke: Tenant Admin can list users","Tenant Admin can list users","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:53 pm","09 Jun 2026, 04:07:55 pm","1.28 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_SMOKE_USER_ME_001","Smoke: Authenticated user can view own profile","Authenticated user can view own profile","API Api.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:52 pm","0.86 s","Chromium","api.data.json, Monitor Closely","2026-06-01","2026-06-05","⚠️ Monitor Closely"
